goos: linux
goarch: amd64
pkg: rsc.io/tmp/rsort
cpu: AMD Ryzen 9 7950X 16-Core Processor            
BenchmarkRandom/n=1048576/len=512/e=8/alg=sortWithTmp-32         	      12	  94913551 ns/op	         2.968 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_2/alg=slices.Sort-32       	       4	 303385109 ns/op	        39.78 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortWithTmp-32       	       2	 794437530 ns/op	        79.55 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortWithTmp-32       	       2	 798277410 ns/op	        79.55 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortWithTmp-32       	       2	 789610961 ns/op	        79.55 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortWithTmp-32       	       2	 762677100 ns/op	        79.55 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortWithTmp-32       	       2	 782849318 ns/op	        79.55 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortWithTmp-32       	       2	 817781911 ns/op	        79.55 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortWithTmp-32       	       2	 780257778 ns/op	        79.55 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortWithTmp-32       	       2	 761536828 ns/op	        79.55 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortWithTmp-32       	       2	 799506482 ns/op	        79.55 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortWithTmp-32       	       2	 821812582 ns/op	        79.55 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortInPlace-32       	       1	1001538739 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortInPlace-32       	       2	 975819407 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortInPlace-32       	       2	1010824894 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortInPlace-32       	       2	 994948805 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortInPlace-32       	       2	 997553558 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortInPlace-32       	       1	1009733834 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortInPlace-32       	       1	1008999162 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortInPlace-32       	       2	1027523336 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortInPlace-32       	       1	1008327177 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=sortInPlace-32       	       1	1028496563 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=slices.Sort-32       	       4	 330993047 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=slices.Sort-32       	       3	 334252700 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=slices.Sort-32       	       4	 331011098 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=slices.Sort-32       	       4	 328736588 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=slices.Sort-32       	       4	 329296694 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=slices.Sort-32       	       3	 336601132 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=slices.Sort-32       	       4	 320512599 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=slices.Sort-32       	       4	 316276923 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=slices.Sort-32       	       4	 329724704 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_4/alg=slices.Sort-32       	       3	 335816340 ns/op	        79.55 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortWithTmp-32       	       1	1482848698 ns/op	       159.1 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortWithTmp-32       	       1	1483073251 ns/op	       159.1 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortWithTmp-32       	       1	1510593128 ns/op	       159.1 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortWithTmp-32       	       1	1417981087 ns/op	       159.1 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortWithTmp-32       	       1	1416717842 ns/op	       159.1 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortWithTmp-32       	       1	1513039568 ns/op	       159.1 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortWithTmp-32       	       1	1482010826 ns/op	       159.1 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortWithTmp-32       	       1	1508356084 ns/op	       159.1 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortWithTmp-32       	       1	1411299339 ns/op	       159.1 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortWithTmp-32       	       1	1479922862 ns/op	       159.1 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortInPlace-32       	       1	1235037460 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortInPlace-32       	       1	1283054242 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortInPlace-32       	       1	1232539843 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortInPlace-32       	       1	1225793343 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortInPlace-32       	       1	1295906501 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortInPlace-32       	       1	1242836627 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortInPlace-32       	       1	1305457616 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortInPlace-32       	       1	1319907812 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortInPlace-32       	       1	1301317668 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=sortInPlace-32       	       1	1324993176 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=slices.Sort-32       	       3	 444495775 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=slices.Sort-32       	       3	 446369520 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=slices.Sort-32       	       3	 446957834 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=slices.Sort-32       	       3	 432123916 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=slices.Sort-32       	       3	 446442447 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=slices.Sort-32       	       3	 436363094 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=slices.Sort-32       	       3	 451070567 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=slices.Sort-32       	       3	 444190956 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=slices.Sort-32       	       3	 444417444 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_8/alg=slices.Sort-32       	       3	 444315715 ns/op	       159.1 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortWithTmp-32      	       1	2870129312 ns/op	       318.2 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortWithTmp-32      	       1	2830196887 ns/op	       318.2 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortWithTmp-32      	       1	2869911650 ns/op	       318.2 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortWithTmp-32      	       1	2875699350 ns/op	       318.2 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortWithTmp-32      	       1	2810365198 ns/op	       318.2 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortWithTmp-32      	       1	2863771516 ns/op	       318.2 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortWithTmp-32      	       1	2873253582 ns/op	       318.2 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortWithTmp-32      	       1	2883957094 ns/op	       318.2 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortWithTmp-32      	       1	2732414793 ns/op	       318.2 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortWithTmp-32      	       1	2830941131 ns/op	       318.2 depth/op	16777216 B/op	       1 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortInPlace-32      	       1	1892075721 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortInPlace-32      	       1	1881510620 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortInPlace-32      	       1	1884285529 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortInPlace-32      	       1	1887021807 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortInPlace-32      	       1	1897645057 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortInPlace-32      	       1	1825244552 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortInPlace-32      	       1	1837929585 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortInPlace-32      	       1	1906301965 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortInPlace-32      	       1	1901532598 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=sortInPlace-32      	       1	1930862914 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=slices.Sort-32      	       2	 599761088 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=slices.Sort-32      	       2	 577794778 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=slices.Sort-32      	       2	 596495256 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=slices.Sort-32      	       2	 577499060 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=slices.Sort-32      	       2	 595292690 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=slices.Sort-32      	       2	 575690104 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=slices.Sort-32      	       2	 575682880 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=slices.Sort-32      	       2	 577790335 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=slices.Sort-32      	       2	 583379144 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
BenchmarkRandom/n=1048576/len=512/e=1_16/alg=slices.Sort-32      	       2	 576373740 ns/op	       318.2 depth/op	       0 B/op	       0 allocs/op
PASS
ok  	rsc.io/tmp/rsort	614.912s
goos: linux
goarch: amd64
pkg: rsc.io/tmp/rsort
cpu: AMD Ryzen 9 7950X 16-Core Processor            
BenchmarkText/input=as/alg=sortWithTmp-32         	      52	  22127713 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as/alg=sortWithTmp-32         	      54	  22022346 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as/alg=sortWithTmp-32         	      52	  21814182 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as/alg=sortWithTmp-32         	      54	  21703467 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as/alg=sortWithTmp-32         	      54	  21707568 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as/alg=sortWithTmp-32         	      54	  21787743 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as/alg=sortWithTmp-32         	      52	  22018784 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as/alg=sortWithTmp-32         	      51	  22017323 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as/alg=sortWithTmp-32         	      54	  22024023 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as/alg=sortWithTmp-32         	      50	  21705313 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as/alg=sortInPlace-32         	     128	   9348829 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=sortInPlace-32         	     128	   9387496 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=sortInPlace-32         	     127	   9311767 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=sortInPlace-32         	     128	   9285639 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=sortInPlace-32         	     128	   9283886 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=sortInPlace-32         	     127	   9321422 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=sortInPlace-32         	     128	   9272652 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=sortInPlace-32         	     128	   9310109 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=sortInPlace-32         	     128	   9273806 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=sortInPlace-32         	     128	   9335189 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=slices.Sort-32         	     926	   1307462 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=slices.Sort-32         	     931	   1293745 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=slices.Sort-32         	     924	   1311114 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=slices.Sort-32         	     918	   1312162 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=slices.Sort-32         	     927	   1293844 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=slices.Sort-32         	     913	   1284728 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=slices.Sort-32         	     916	   1293465 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=slices.Sort-32         	     924	   1317014 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=slices.Sort-32         	     909	   1292922 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as/alg=slices.Sort-32         	     913	   1288614 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=sortWithTmp-32 	      54	  23239361 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as.sortish/alg=sortWithTmp-32 	      52	  21917474 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as.sortish/alg=sortWithTmp-32 	      51	  21624915 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as.sortish/alg=sortWithTmp-32 	      54	  21627461 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as.sortish/alg=sortWithTmp-32 	      49	  22136454 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as.sortish/alg=sortWithTmp-32 	      52	  22138710 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as.sortish/alg=sortWithTmp-32 	      52	  22017840 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as.sortish/alg=sortWithTmp-32 	      52	  22037753 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as.sortish/alg=sortWithTmp-32 	      49	  21638184 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as.sortish/alg=sortWithTmp-32 	      55	  22008725 ns/op	     10499 depth/op	   16384 B/op	       1 allocs/op
BenchmarkText/input=as.sortish/alg=sortInPlace-32 	     100	  10277014 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=sortInPlace-32 	     128	   9374507 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=sortInPlace-32 	     127	   9252623 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=sortInPlace-32 	     127	   9321235 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=sortInPlace-32 	     128	   9164530 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=sortInPlace-32 	     129	   9161567 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=sortInPlace-32 	     129	   9251410 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=sortInPlace-32 	     130	   9324011 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=sortInPlace-32 	     127	   9264558 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=sortInPlace-32 	     128	   9394652 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=slices.Sort-32 	    1230	    957827 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=slices.Sort-32 	    1249	    959468 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=slices.Sort-32 	    1243	    958071 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=slices.Sort-32 	    1222	    982610 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=slices.Sort-32 	    1213	    960125 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=slices.Sort-32 	    1250	    976083 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=slices.Sort-32 	    1221	    984478 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=slices.Sort-32 	    1250	    958859 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=slices.Sort-32 	    1251	    957330 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=as.sortish/alg=slices.Sort-32 	    1248	    988289 ns/op	     10499 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=sortWithTmp-32        	   98486	     12469 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd/alg=sortWithTmp-32        	  100761	     12283 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd/alg=sortWithTmp-32        	   99494	     12005 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd/alg=sortWithTmp-32        	  100497	     11985 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd/alg=sortWithTmp-32        	   98314	     12086 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd/alg=sortWithTmp-32        	  100622	     12138 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd/alg=sortWithTmp-32        	  100263	     12128 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd/alg=sortWithTmp-32        	  100116	     11989 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd/alg=sortWithTmp-32        	   99397	     12042 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd/alg=sortWithTmp-32        	   97437	     12059 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd/alg=sortInPlace-32        	  142034	      9149 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=sortInPlace-32        	  144471	      9318 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=sortInPlace-32        	  139998	      8397 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=sortInPlace-32        	  144294	      8593 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=sortInPlace-32        	  144181	      8305 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=sortInPlace-32        	  142688	      8400 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=sortInPlace-32        	  144482	      8399 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=sortInPlace-32        	  139683	      8596 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=sortInPlace-32        	  143478	      8487 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=sortInPlace-32        	  144108	      8315 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=slices.Sort-32        	  207262	      5838 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=slices.Sort-32        	  207744	      5951 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=slices.Sort-32        	  207378	      5807 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=slices.Sort-32        	  203353	      5832 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=slices.Sort-32        	  202239	      5948 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=slices.Sort-32        	  206054	      5949 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=slices.Sort-32        	  208006	      5778 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=slices.Sort-32        	  201712	      5867 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=slices.Sort-32        	  202257	      5783 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd/alg=slices.Sort-32        	  206967	      5778 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortWithTmp-32         	  101816	     11713 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortWithTmp-32         	  100980	     11718 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortWithTmp-32         	  101472	     11753 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortWithTmp-32         	  101833	     11739 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortWithTmp-32         	  101971	     11744 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortWithTmp-32         	  101044	     11729 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortWithTmp-32         	  100249	     11876 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortWithTmp-32         	  101742	     11619 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortWithTmp-32         	  100328	     11735 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
